,State,year_month,counts
1813,NY,2020-01,3046
1814,NY,2020-02,3175
1815,NY,2020-03,2911
1816,NY,2020-04,4519
1817,NY,2020-05,4524
1818,NY,2020-06,4854
1819,NY,2020-07,1256
1820,NY,2020-08,1606
1821,NY,2020-09,4164
1822,NY,2020-10,6264
1823,NY,2020-11,7419
1824,NY,2020-12,7976
1825,OH,2016-02,770
1826,OH,2016-03,920
1827,OH,2016-04,994
1828,OH,2016-05,791
1829,OH,2016-06,893
1830,OH,2016-07,951
1831,OH,2016-08,1183
1832,OH,2016-09,1203
1833,OH,2016-10,993
1834,OH,2016-11,1290
1835,OH,2016-12,1342
1836,OH,2017-01,1525
1837,OH,2017-02,1186
1838,OH,2017-03,1105
1839,OH,2017-04,799
1840,OH,2017-05,820
1841,OH,2017-06,918
1842,OH,2017-07,712
1843,OH,2017-08,1296
1844,OH,2017-09,1470
1845,OH,2017-10,1511
1846,OH,2017-11,955
1847,OH,2017-12,1355
1848,OH,2018-01,1489
1849,OH,2018-02,1263
1850,OH,2018-03,1222
1851,OH,2018-04,1140
1852,OH,2018-05,1187
1853,OH,2018-06,1317
1854,OH,2018-07,1175
1855,OH,2018-08,1061
1856,OH,2018-09,1618
1857,OH,2018-10,2459
1858,OH,2018-11,2163
1859,OH,2018-12,1553
1860,OH,2019-01,1538
1861,OH,2019-02,983
1862,OH,2019-03,947
1863,OH,2019-04,1061
1864,OH,2019-05,942
1865,OH,2019-06,771
1866,OH,2019-07,941
1867,OH,2019-08,1046
1868,OH,2019-09,1035
1869,OH,2019-10,1366
1870,OH,2019-11,1305
1871,OH,2019-12,1297
1872,OH,2020-01,1137
1873,OH,2020-02,1122
1874,OH,2020-03,1368
1875,OH,2020-04,2120
1876,OH,2020-05,2046
1877,OH,2020-06,2484
1878,OH,2020-07,646
1879,OH,2020-08,657
1880,OH,2020-09,1017
1881,OH,2020-10,1455
1882,OH,2020-11,1439
1883,OH,2020-12,1809
1884,OK,2016-06,14
1885,OK,2016-07,41
1886,OK,2016-08,103
1887,OK,2016-09,105
1888,OK,2016-10,90
1889,OK,2016-11,94
1890,OK,2016-12,123
1891,OK,2017-01,71
1892,OK,2017-02,87
1893,OK,2017-03,68
1894,OK,2017-04,98
1895,OK,2017-05,84
1896,OK,2017-06,79
1897,OK,2017-07,267
1898,OK,2017-08,1783
1899,OK,2017-09,1959
1900,OK,2017-10,1743
1901,OK,2017-11,1630
1902,OK,2017-12,1892
1903,OK,2018-01,1782
1904,OK,2018-02,1560
1905,OK,2018-03,1721
1906,OK,2018-04,1716
1907,OK,2018-05,2001
1908,OK,2018-06,1465
1909,OK,2018-07,1731
1910,OK,2018-08,1914
1911,OK,2018-09,1418
1912,OK,2018-10,1749
1913,OK,2018-11,1860
1914,OK,2018-12,1569
1915,OK,2019-01,1982
1916,OK,2019-02,1670
1917,OK,2019-03,1717
1918,OK,2019-04,2191
1919,OK,2019-05,2066
1920,OK,2019-06,1705
1921,OK,2019-07,1807
1922,OK,2019-08,1968
1923,OK,2019-09,1391
1924,OK,2019-10,1391
1925,OK,2019-11,1388
1926,OK,2019-12,1207
1927,OK,2020-01,1077
1928,OK,2020-02,1064
1929,OK,2020-03,1259
1930,OK,2020-04,1414
1931,OK,2020-05,1902
1932,OK,2020-06,1989
1933,OK,2020-07,846
1934,OK,2020-08,936
1935,OK,2020-09,863
1936,OK,2020-10,673
1937,OK,2020-11,793
1938,OK,2020-12,755
1939,OR,2016-06,43
1940,OR,2016-07,112
1941,OR,2016-08,128
1942,OR,2016-09,148
1943,OR,2016-10,193
1944,OR,2016-11,199
1945,OR,2016-12,203
1946,OR,2017-01,123
1947,OR,2017-02,130
1948,OR,2017-03,149
1949,OR,2017-04,124
1950,OR,2017-05,147
1951,OR,2017-06,108
1952,OR,2017-07,243
1953,OR,2017-08,839
1954,OR,2017-09,781
1955,OR,2017-10,1423
1956,OR,2017-11,1225
1957,OR,2017-12,876
1958,OR,2018-01,755
1959,OR,2018-02,801
1960,OR,2018-03,806
1961,OR,2018-04,611
1962,OR,2018-05,648
1963,OR,2018-06,712
1964,OR,2018-07,635
1965,OR,2018-08,3246
1966,OR,2018-09,3367
1967,OR,2018-10,2940
1968,OR,2018-11,3802
1969,OR,2018-12,4173
1970,OR,2019-01,3644
1971,OR,2019-02,5971
1972,OR,2019-03,3267
1973,OR,2019-04,2540
1974,OR,2019-05,2066
1975,OR,2019-06,2338
1976,OR,2019-07,3473
1977,OR,2019-08,3875
1978,OR,2019-09,3542
1979,OR,2019-10,3592
1980,OR,2019-11,3199
1981,OR,2019-12,3661
1982,OR,2020-01,4261
1983,OR,2020-02,3086
1984,OR,2020-03,2828
1985,OR,2020-04,2463
1986,OR,2020-05,3250
1987,OR,2020-06,3424
1988,OR,2020-07,240
1989,OR,2020-08,283
1990,OR,2020-09,2242
1991,OR,2020-10,3019
1992,OR,2020-11,5676
1993,OR,2020-12,6722
1994,PA,2016-02,42
1995,PA,2016-03,103
1996,PA,2016-04,282
1997,PA,2016-05,195
1998,PA,2016-06,1076
1999,PA,2016-07,2534
2000,PA,2016-08,3110
2001,PA,2016-09,3219
2002,PA,2016-10,3291
2003,PA,2016-11,4000
2004,PA,2016-12,3349
2005,PA,2017-01,3021
2006,PA,2017-02,2998
2007,PA,2017-03,3135
2008,PA,2017-04,2451
2009,PA,2017-05,1930
2010,PA,2017-06,2353
2011,PA,2017-07,1363
2012,PA,2017-08,2108
2013,PA,2017-09,2441
2014,PA,2017-10,1913
2015,PA,2017-11,1424
2016,PA,2017-12,1736
2017,PA,2018-01,1931
2018,PA,2018-02,1550
2019,PA,2018-03,1878
2020,PA,2018-04,1767
2021,PA,2018-05,2060
2022,PA,2018-06,1823
2023,PA,2018-07,1830
2024,PA,2018-08,1676
2025,PA,2018-09,1815
2026,PA,2018-10,2239
2027,PA,2018-11,2030
2028,PA,2018-12,1619
2029,PA,2019-01,1950
2030,PA,2019-02,1864
2031,PA,2019-03,1704
2032,PA,2019-04,1529
2033,PA,2019-05,1600
2034,PA,2019-06,1512
2035,PA,2019-07,1473
2036,PA,2019-08,1295
2037,PA,2019-09,1431
2038,PA,2019-10,2092
2039,PA,2019-11,1744
2040,PA,2019-12,1905
2041,PA,2020-01,1859
2042,PA,2020-02,1518
2043,PA,2020-03,2548
2044,PA,2020-04,3719
2045,PA,2020-05,3443
2046,PA,2020-06,3307
2047,PA,2020-07,1124
2048,PA,2020-08,1041
2049,PA,2020-09,3247
2050,PA,2020-10,5722
2051,PA,2020-11,8769
2052,PA,2020-12,9361
2053,RI,2016-03,27
2054,RI,2016-04,88
2055,RI,2016-05,81
2056,RI,2016-06,110
2057,RI,2016-07,106
2058,RI,2016-08,163
2059,RI,2016-09,180
2060,RI,2016-10,181
2061,RI,2016-11,249
2062,RI,2016-12,218
2063,RI,2017-01,179
2064,RI,2017-02,207
2065,RI,2017-03,173
2066,RI,2017-04,175
2067,RI,2017-05,187
2068,RI,2017-06,241
2069,RI,2017-07,166
2070,RI,2017-08,312
2071,RI,2017-09,301
2072,RI,2017-10,303
2073,RI,2017-11,326
2074,RI,2017-12,288
2075,RI,2018-01,293
2076,RI,2018-02,229
2077,RI,2018-03,202
2078,RI,2018-04,225
2079,RI,2018-05,257
2080,RI,2018-06,257
2081,RI,2018-07,285
2082,RI,2018-08,313
2083,RI,2018-09,323
2084,RI,2018-10,319
2085,RI,2018-11,322
2086,RI,2018-12,224
2087,RI,2019-01,273
2088,RI,2019-02,273
2089,RI,2019-03,243
2090,RI,2019-04,238
2091,RI,2019-05,243
2092,RI,2019-06,224
2093,RI,2019-07,275
2094,RI,2019-08,226
2095,RI,2019-09,250
2096,RI,2019-10,264
2097,RI,2019-11,242
2098,RI,2019-12,222
2099,RI,2020-01,185
2100,RI,2020-02,197
2101,RI,2020-03,185
2102,RI,2020-04,265
2103,RI,2020-05,204
2104,RI,2020-06,236
2105,RI,2020-07,140
2106,RI,2020-08,151
2107,RI,2020-09,222
2108,RI,2020-10,223
2109,RI,2020-11,192
2110,RI,2020-12,228
2111,SC,2016-06,179
2112,SC,2016-07,350
2113,SC,2016-08,491
2114,SC,2016-09,513
2115,SC,2016-10,464
2116,SC,2016-11,527
2117,SC,2016-12,491
2118,SC,2017-01,501
2119,SC,2017-02,520
2120,SC,2017-03,562
2121,SC,2017-04,463
2122,SC,2017-05,386
2123,SC,2017-06,460
2124,SC,2017-07,741
2125,SC,2017-08,5283
2126,SC,2017-09,4707
2127,SC,2017-10,5283
2128,SC,2017-11,5100
2129,SC,2017-12,4324
2130,SC,2018-01,5154
2131,SC,2018-02,5168
2132,SC,2018-03,5471
2133,SC,2018-04,5394
2134,SC,2018-05,5991
2135,SC,2018-06,3960
2136,SC,2018-07,4073
2137,SC,2018-08,4109
2138,SC,2018-09,3606
2139,SC,2018-10,5064
2140,SC,2018-11,4283
2141,SC,2018-12,4081
2142,SC,2019-01,4387
2143,SC,2019-02,3654
2144,SC,2019-03,4142
2145,SC,2019-04,4827
2146,SC,2019-05,4974
2147,SC,2019-06,4449
2148,SC,2019-07,4776
2149,SC,2019-08,4892
2150,SC,2019-09,5028
2151,SC,2019-10,6199
2152,SC,2019-11,5897
2153,SC,2019-12,5769
2154,SC,2020-01,5036
2155,SC,2020-02,4512
2156,SC,2020-03,4154
2157,SC,2020-04,4445
2158,SC,2020-05,3807
2159,SC,2020-06,4632
2160,SC,2020-07,2981
2161,SC,2020-08,3270
2162,SC,2020-09,5573
2163,SC,2020-10,7965
2164,SC,2020-11,9855
2165,SC,2020-12,9789
2166,SD,2016-04,1
2167,SD,2016-07,1
2168,SD,2016-08,3
2169,SD,2016-11,1
2170,SD,2016-12,2
2171,SD,2017-01,2
2172,SD,2017-02,2
2173,SD,2017-08,2
2174,SD,2017-09,1
2175,SD,2017-11,2
2176,SD,2017-12,3
2177,SD,2018-01,5
2178,SD,2018-08,1
2179,SD,2018-09,1
2180,SD,2018-10,1
2181,SD,2018-11,2
2182,SD,2018-12,3
2183,SD,2019-01,2
2184,SD,2019-02,2
2185,SD,2019-03,7
2186,SD,2019-04,3
2187,SD,2019-05,5
2188,SD,2019-06,2
2189,SD,2019-07,2
2190,SD,2019-09,4
2191,SD,2020-03,1
2192,SD,2020-09,90
2193,SD,2020-10,65
2194,SD,2020-11,3
2195,SD,2020-12,1
2196,TN,2016-06,178
2197,TN,2016-07,241
2198,TN,2016-08,312
2199,TN,2016-09,187
2200,TN,2016-10,188
2201,TN,2016-11,267
2202,TN,2016-12,315
2203,TN,2017-01,221
2204,TN,2017-02,199
2205,TN,2017-03,275
2206,TN,2017-04,266
2207,TN,2017-05,230
2208,TN,2017-06,208
2209,TN,2017-07,454
2210,TN,2017-08,2656
2211,TN,2017-09,2332
2212,TN,2017-10,1215
2213,TN,2017-11,1233
2214,TN,2017-12,1718
2215,TN,2018-01,1853
2216,TN,2018-02,1964
2217,TN,2018-03,1922
2218,TN,2018-04,2184
2219,TN,2018-05,2119
2220,TN,2018-06,1794
2221,TN,2018-07,1701
2222,TN,2018-08,2223
2223,TN,2018-09,2150
2224,TN,2018-10,2542
2225,TN,2018-11,2252
2226,TN,2018-12,1759
2227,TN,2019-01,1791
2228,TN,2019-02,1865
2229,TN,2019-03,1650
2230,TN,2019-04,2376
2231,TN,2019-05,1838
2232,TN,2019-06,1614
2233,TN,2019-07,1485
2234,TN,2019-08,1624
2235,TN,2019-09,1561
2236,TN,2019-10,1814
2237,TN,2019-11,1895
2238,TN,2019-12,1618
2239,TN,2020-01,1587
2240,TN,2020-02,1617
2241,TN,2020-03,1658
2242,TN,2020-04,1640
2243,TN,2020-05,2350
2244,TN,2020-06,2753
2245,TN,2020-07,1531
2246,TN,2020-08,1633
2247,TN,2020-09,2887
2248,TN,2020-10,4120
2249,TN,2020-11,4068
2250,TN,2020-12,4362
2251,TX,2016-06,2399
2252,TX,2016-07,6194
2253,TX,2016-08,7500
2254,TX,2016-09,7932
2255,TX,2016-10,7769
2256,TX,2016-11,9849
2257,TX,2016-12,8122
2258,TX,2017-01,8699
2259,TX,2017-02,7188
2260,TX,2017-03,8610
2261,TX,2017-04,7483
2262,TX,2017-05,5678
2263,TX,2017-06,6336
2264,TX,2017-07,5736
2265,TX,2017-08,7798
2266,TX,2017-09,7090
2267,TX,2017-10,7277
2268,TX,2017-11,6616
2269,TX,2017-12,7023
2270,TX,2018-01,6638
2271,TX,2018-02,7762
2272,TX,2018-03,7257
2273,TX,2018-04,7050
2274,TX,2018-05,7064
2275,TX,2018-06,6401
2276,TX,2018-07,5871
2277,TX,2018-08,6946
2278,TX,2018-09,6588
2279,TX,2018-10,7899
2280,TX,2018-11,7557
2281,TX,2018-12,7012
2282,TX,2019-01,6752
2283,TX,2019-02,6035
2284,TX,2019-03,5497
2285,TX,2019-04,6724
2286,TX,2019-05,6535
2287,TX,2019-06,5765
2288,TX,2019-07,6397
2289,TX,2019-08,7291
2290,TX,2019-09,6734
2291,TX,2019-10,8139
2292,TX,2019-11,6769
2293,TX,2019-12,6073
2294,TX,2020-01,5844
2295,TX,2020-02,5859
2296,TX,2020-03,5002
2297,TX,2020-04,4543
2298,TX,2020-05,4859
2299,TX,2020-06,5119
2300,TX,2020-07,3005
2301,TX,2020-08,3179
2302,TX,2020-09,5703
2303,TX,2020-10,8299
2304,TX,2020-11,12796
2305,TX,2020-12,14182
2306,UT,2016-06,58
2307,UT,2016-07,221
2308,UT,2016-08,164
2309,UT,2016-09,87
2310,UT,2016-10,148
2311,UT,2016-11,158
2312,UT,2016-12,132
2313,UT,2017-01,159
2314,UT,2017-02,94
2315,UT,2017-03,100
2316,UT,2017-04,65
2317,UT,2017-05,138
2318,UT,2017-06,173
2319,UT,2017-07,232
2320,UT,2017-08,810
2321,UT,2017-09,912
2322,UT,2017-10,702
2323,UT,2017-11,620
2324,UT,2017-12,644
2325,UT,2018-01,638
2326,UT,2018-02,951
2327,UT,2018-03,604
2328,UT,2018-04,635
2329,UT,2018-05,711
2330,UT,2018-06,651
2331,UT,2018-07,564
2332,UT,2018-08,725
2333,UT,2018-09,741
2334,UT,2018-10,891
2335,UT,2018-11,1456
2336,UT,2018-12,2587
2337,UT,2019-01,2341
2338,UT,2019-02,2172
2339,UT,2019-03,1927
2340,UT,2019-04,1791
2341,UT,2019-05,2078
2342,UT,2019-06,1885
2343,UT,2019-07,1843
2344,UT,2019-08,2328
2345,UT,2019-09,1829
2346,UT,2019-10,2273
2347,UT,2019-11,1874
2348,UT,2019-12,2273
2349,UT,2020-01,2165
2350,UT,2020-02,1837
2351,UT,2020-03,1700
2352,UT,2020-04,1200
2353,UT,2020-05,1492
2354,UT,2020-06,1905
2355,UT,2020-07,464
2356,UT,2020-08,441
2357,UT,2020-09,738
2358,UT,2020-10,1305
2359,UT,2020-11,1490
2360,UT,2020-12,1888
2361,VA,2016-06,379
2362,VA,2016-07,571
2363,VA,2016-08,802
2364,VA,2016-09,854
2365,VA,2016-10,1058
2366,VA,2016-11,1455
2367,VA,2016-12,1371
2368,VA,2017-01,1122
2369,VA,2017-02,932
2370,VA,2017-03,1180
2371,VA,2017-04,928
2372,VA,2017-05,930
2373,VA,2017-06,954
2374,VA,2017-07,1173
2375,VA,2017-08,3288
2376,VA,2017-09,3027
2377,VA,2017-10,2693
2378,VA,2017-11,2261
2379,VA,2017-12,2248
2380,VA,2018-01,2229
2381,VA,2018-02,1857
2382,VA,2018-03,1967
2383,VA,2018-04,1666
2384,VA,2018-05,1856
2385,VA,2018-06,1803
2386,VA,2018-07,2130
2387,VA,2018-08,2029
2388,VA,2018-09,2307
2389,VA,2018-10,3502
2390,VA,2018-11,3004
2391,VA,2018-12,2678
2392,VA,2019-01,2567
2393,VA,2019-02,2339
2394,VA,2019-03,2265
2395,VA,2019-04,2356
2396,VA,2019-05,2386
2397,VA,2019-06,1817
2398,VA,2019-07,2126
2399,VA,2019-08,1944
2400,VA,2019-09,1702
2401,VA,2019-10,2161
2402,VA,2019-11,1927
2403,VA,2019-12,2117
2404,VA,2020-01,1961
2405,VA,2020-02,1574
2406,VA,2020-03,2445
2407,VA,2020-04,4080
2408,VA,2020-05,2966
2409,VA,2020-06,3091
2410,VA,2020-07,964
2411,VA,2020-08,1201
2412,VA,2020-09,4411
2413,VA,2020-10,7360
2414,VA,2020-11,8483
2415,VA,2020-12,9452
2416,VT,2016-07,3
2417,VT,2016-08,1
2418,VT,2016-09,2
2419,VT,2016-10,1
2420,VT,2016-11,5
2421,VT,2016-12,5
2422,VT,2017-01,3
2423,VT,2017-02,13
2424,VT,2017-03,15
2425,VT,2017-04,3
2426,VT,2017-05,5
2427,VT,2017-06,6
2428,VT,2017-07,9
2429,VT,2017-08,19
2430,VT,2017-09,6
2431,VT,2017-10,19
2432,VT,2017-11,20
2433,VT,2017-12,37
2434,VT,2018-01,19
2435,VT,2018-02,22
2436,VT,2018-03,20
2437,VT,2018-04,12
2438,VT,2018-05,1
2439,VT,2018-06,17
2440,VT,2018-07,7
2441,VT,2018-08,8
2442,VT,2018-09,18
2443,VT,2018-10,15
2444,VT,2018-11,27
2445,VT,2018-12,22
2446,VT,2019-01,21
2447,VT,2019-02,20
2448,VT,2019-03,17
2449,VT,2019-04,8
2450,VT,2019-05,5
2451,VT,2019-06,7
2452,VT,2019-07,27
2453,VT,2019-08,19
2454,VT,2019-09,30
2455,VT,2019-10,21
2456,VT,2019-11,25
2457,VT,2019-12,25
2458,VT,2020-01,22
2459,VT,2020-02,26
2460,VT,2020-03,23
2461,VT,2020-04,10
2462,VT,2020-05,12
2463,VT,2020-06,25
2464,VT,2020-07,12
2465,VT,2020-08,11
2466,VT,2020-09,8
2467,VT,2020-10,16
2468,VT,2020-11,7
2469,VT,2020-12,14
2470,WA,2016-06,634
2471,WA,2016-07,1356
2472,WA,2016-08,1351
2473,WA,2016-09,1281
2474,WA,2016-10,1459
2475,WA,2016-11,1604
2476,WA,2016-12,1630
2477,WA,2017-01,1240
2478,WA,2017-02,1428
2479,WA,2017-03,1352
2480,WA,2017-04,1095
2481,WA,2017-05,1098
2482,WA,2017-06,1238
2483,WA,2017-07,1558
2484,WA,2017-08,1656
2485,WA,2017-09,1831
2486,WA,2017-10,2275
2487,WA,2017-11,1970
2488,WA,2017-12,1706
2489,WA,2018-01,1546
2490,WA,2018-02,1382
2491,WA,2018-03,1496
2492,WA,2018-04,1495
2493,WA,2018-05,1754
2494,WA,2018-06,2044
2495,WA,2018-07,1731
2496,WA,2018-08,1707
2497,WA,2018-09,1366
2498,WA,2018-10,1371
2499,WA,2018-11,1474
2500,WA,2018-12,1552
2501,WA,2019-01,1327
2502,WA,2019-02,1312
2503,WA,2019-03,1160
2504,WA,2019-04,1155
2505,WA,2019-05,1233
2506,WA,2019-06,1053
2507,WA,2019-07,1360
2508,WA,2019-08,1171
2509,WA,2019-09,1270
2510,WA,2019-10,1401
2511,WA,2019-11,1110
2512,WA,2019-12,1135
2513,WA,2020-01,1353
2514,WA,2020-02,972
2515,WA,2020-03,975
2516,WA,2020-04,898
2517,WA,2020-05,1263
2518,WA,2020-06,1721
2519,WA,2020-07,560
2520,WA,2020-08,636
2521,WA,2020-09,932
2522,WA,2020-10,1225
2523,WA,2020-11,1336
2524,WA,2020-12,1467
2525,WI,2016-04,2
2526,WI,2016-05,4
2527,WI,2016-06,99
2528,WI,2016-07,214
2529,WI,2016-08,279
2530,WI,2016-09,197
2531,WI,2016-10,231
2532,WI,2016-11,280
2533,WI,2016-12,256
2534,WI,2017-01,255
2535,WI,2017-02,227
2536,WI,2017-03,242
2537,WI,2017-04,191
2538,WI,2017-05,244
2539,WI,2017-06,239
2540,WI,2017-07,231
2541,WI,2017-08,545
2542,WI,2017-09,523
2543,WI,2017-10,495
2544,WI,2017-11,468
2545,WI,2017-12,443
2546,WI,2018-01,509
2547,WI,2018-02,430
2548,WI,2018-03,375
2549,WI,2018-04,384
2550,WI,2018-05,411
2551,WI,2018-06,403
2552,WI,2018-07,299
2553,WI,2018-08,300
2554,WI,2018-09,348
2555,WI,2018-10,442
2556,WI,2018-11,666
2557,WI,2018-12,464
2558,WI,2019-01,837
2559,WI,2019-02,843
2560,WI,2019-03,509
2561,WI,2019-04,448
2562,WI,2019-05,543
2563,WI,2019-06,450
2564,WI,2019-07,454
2565,WI,2019-08,516
2566,WI,2019-09,638
2567,WI,2019-10,703
2568,WI,2019-11,502
2569,WI,2019-12,446
2570,WI,2020-01,518
2571,WI,2020-02,349
2572,WI,2020-03,286
2573,WI,2020-04,374
2574,WI,2020-05,441
2575,WI,2020-06,568
2576,WI,2020-07,243
2577,WI,2020-08,211
2578,WI,2020-09,206
2579,WI,2020-10,257
2580,WI,2020-11,246
2581,WI,2020-12,235
2582,WV,2016-02,32
2583,WV,2016-03,34
2584,WV,2016-04,32
2585,WV,2016-05,13
2586,WV,2016-06,41
2587,WV,2016-07,81
2588,WV,2016-08,36
2589,WV,2016-09,28
2590,WV,2016-10,32
2591,WV,2016-11,61
2592,WV,2016-12,39
2593,WV,2017-01,53
2594,WV,2017-02,62
2595,WV,2017-03,72
2596,WV,2017-04,51
2597,WV,2017-05,38
2598,WV,2017-06,85
2599,WV,2017-07,94
2600,WV,2017-08,48
2601,WV,2017-09,52
2602,WV,2017-10,52
2603,WV,2017-11,52
2604,WV,2017-12,41
2605,WV,2018-01,45
2606,WV,2018-02,40
2607,WV,2018-03,40
2608,WV,2018-04,62
2609,WV,2018-05,60
2610,WV,2018-06,37
2611,WV,2018-07,46
2612,WV,2018-08,14
2613,WV,2018-09,58
2614,WV,2018-10,90
2615,WV,2018-11,105
2616,WV,2018-12,75
2617,WV,2019-01,51
2618,WV,2019-02,72
2619,WV,2019-03,27
2620,WV,2019-04,50
2621,WV,2019-05,51
2622,WV,2019-06,38
2623,WV,2019-07,58
2624,WV,2019-08,28
2625,WV,2019-09,33
2626,WV,2019-10,43
2627,WV,2019-11,11
2628,WV,2019-12,11
2629,WV,2020-01,35
2630,WV,2020-02,17
2631,WV,2020-03,9
2632,WV,2020-04,29
2633,WV,2020-05,9
2634,WV,2020-06,8
2635,WV,2020-07,4
2636,WV,2020-08,14
2637,WV,2020-09,110
2638,WV,2020-10,236
2639,WV,2020-11,366
2640,WV,2020-12,506
2641,WY,2016-06,1
2642,WY,2016-07,14
2643,WY,2016-08,6
2644,WY,2016-09,8
2645,WY,2016-10,10
2646,WY,2016-11,16
2647,WY,2016-12,14
2648,WY,2017-01,13
2649,WY,2017-02,22
2650,WY,2017-03,10
2651,WY,2017-04,4
2652,WY,2017-05,2
2653,WY,2017-06,6
2654,WY,2017-07,9
2655,WY,2017-08,12
2656,WY,2017-09,9
2657,WY,2017-10,7
2658,WY,2017-11,7
2659,WY,2017-12,11
2660,WY,2018-01,13
2661,WY,2018-02,13
2662,WY,2018-03,16
2663,WY,2018-04,13
2664,WY,2018-05,7
2665,WY,2018-06,14
2666,WY,2018-07,10
2667,WY,2018-08,7
2668,WY,2018-09,8
2669,WY,2018-10,11
2670,WY,2018-11,71
2671,WY,2018-12,16
2672,WY,2019-01,33
2673,WY,2019-02,20
2674,WY,2019-03,5
2675,WY,2019-04,7
2676,WY,2019-05,8
2677,WY,2019-06,3
2678,WY,2019-07,5
2679,WY,2019-08,4
2680,WY,2019-09,7
2681,WY,2019-10,7
2682,WY,2019-11,5
2683,WY,2019-12,8
2684,WY,2020-01,4
2685,WY,2020-03,4
2686,WY,2020-04,4
2687,WY,2020-05,2
2688,WY,2020-06,2
2689,WY,2020-07,1
2690,WY,2020-08,3
2691,WY,2020-10,6
2692,WY,2020-11,1
2693,WY,2020-12,2
